name,screener,ltp,change_pct,open,volume,market_cap_cr,pe_ratio,industry_pe,high_52w,low_52w,return_1m,return_3m,return_1y,return_3y,return_5y,pb_ratio,dividend,roe,roce,eps,dma_50,dma_200,rsi,margin_funding,margin_pledge
Mazda,https://scanx.trade/company/mazda-ltd,214.31,2.97%,209.64,"11,017",429.16,16.29,24.35,337.77,189.07,-3.99%,-21.46%,-29.88%,-65.90%,88.32%,1.76,1.74%,-,14.21%,-,214.21,254.47,56.69,50.00%,-
Vraj Iron and Steel,https://scanx.trade/company/vraj-iron-steel-ltd,129.76,1.49%,128.12,"27,720",427.98,12.41,12.14,196.94,119,-1.49%,-10.02%,-32.58%,-48.51%,-48.51%,1.01,-,38.43%,14.93%,17.16,128.11,151.71,54.06,60.00%,-
Manaksia,https://scanx.trade/company/manaksia-ltd,65.2,-0.46%,65.5,"13,947",427.28,8.16,34.45,85.6,54.52,0.59%,-1.85%,-18.79%,-51.67%,21.30%,0.67,-,9.37%,15.80%,14.41,63.46,68.69,51.46,50.00%,-
Goldkart Jewels,https://scanx.trade/company/goldkart-jewels-ltd,254.5,-,-,-,427.19,128.54,8.17,285,200.05,-10.70%,-2.12%,18.40%,982.98%,2395.10%,8.51,-,-,11.99%,-,224.42,-,55.59,-,-
Deepak Builders & Engineers,https://scanx.trade/company/deepak-buildersengineersltd,91.05,-3.91%,96.75,"30,373",424.12,9.31,8.7,185.6,84.31,-23.05%,-38.43%,-46.43%,-43.78%,-43.78%,1.05,-,-,17.94%,-,111.88,136.7,34.59,50.00%,-
Bella Casa Fashion & Retail,https://scanx.trade/company/bella-casa-fashion-ltd,316.4,-2.75%,325.95,"2,426",423.58,23.06,23.66,497.35,294,-16.63%,-29.70%,-24.93%,-24.93%,-24.93%,2.77,0.61%,-,16.36%,-,362.24,-,39.16,-,-
Solara Active Pharma Sciences - PP,https://scanx.trade/company/solarapp-ltd,360.65,-0.10%,360,"2,920",423.45,-,16.76,524.9,214.35,-10.95%,-16.69%,28.90%,68.65%,68.65%,2.73,-,-,-,-,375.98,391.69,48.67,-,-
Suraj,https://scanx.trade/company/suraj-ltd,230.56,1.43%,236.89,276,423.4,-425.47,19.48,439.95,205,-5.62%,-19.07%,-44.21%,-26.28%,-26.28%,3.03,0.67%,-,17.14%,-,247.24,321.5,46.68,-,-
HCL Infosystems,https://scanx.trade/company/hcl-infosystems-ltd,12.82,-0.77%,12.92,"1,70,625",422.05,-22.31,9.57,24.5,11.75,-11.28%,-19.27%,-11.16%,-16.75%,28.84%,-1.42,-,-,7.24%,-,13.43,15.18,46.56,-,-
Systango Technologies,https://scanx.trade/company/systango-technologies-ltd,287.7,-0.35%,286.15,"17,600",422.02,17.84,52.74,411,192.25,-9.81%,17.02%,15.29%,179.59%,179.59%,4.14,-,-,28.51%,-,318.54,261.2,46.55,-,-
Shah Metacorp,https://scanx.trade/company/gyscoal-alloys-ltd,4.76,-1.65%,4.78,"5,74,417",421.36,44.18,19.48,5.55,2.8,-4.99%,4.85%,24.93%,58.67%,101.69%,1.39,-,-,19.31%,-,4.8,3.98,41.35,-,-
Mason Infratech,https://scanx.trade/company/mason-infratech-ltd,176,-2.38%,180,"8,500",421.34,25.25,8.7,220,73.5,-8.29%,-14.44%,54.39%,90.48%,90.48%,2.97,-,-,30.88%,-,190.03,178.34,44.86,-,-
Ugar Sugar Works,https://scanx.trade/company/ugar-sugar-works-ltd,37.38,-0.98%,37.75,"95,460",420.53,6.24,17.04,53.48,35.81,-10.40%,-11.65%,-26.62%,-57.35%,132.90%,2.47,-,46.66%,52.43%,6.08,40.63,43.84,38.79,50.00%,-
Global Education,https://scanx.trade/company/global-education-ltd,81.98,-2.20%,82,"6,599",417.29,19.45,38.29,98.4,41,-8.47%,15.46%,36.52%,-2.94%,699.03%,3.58,1.79%,-,33.29%,-,86.29,69.97,47.77,-,-
Cybertech Systems & Software,https://scanx.trade/company/cybertech-systems-software-ltd,133.95,-0.51%,136.9,"29,745",416.99,11.83,52.74,274.8,124.5,-9.61%,-27.37%,-34.54%,3.52%,0.34%,2.18,2.97%,-,18.46%,-,140.58,156.98,47.41,-,-
Chembond Chemicals,https://scanx.trade/company/chembond-chemicals-ltd,154.54,-4.09%,161.13,"8,685",415.66,13.71,200.88,244.99,126.9,1.09%,0.78%,-13.42%,-13.42%,-13.42%,2.36,0.77%,-,24.06%,-,150.17,-,55.5,-,-
Avonmore Capital & Management Services,https://scanx.trade/company/avonmore-capital-management-services-ltd,14.71,-0.88%,14.9,"1,32,561",415.09,17.94,3.47,26.5,14.31,-21.13%,-15.70%,-40.40%,117.93%,114.12%,1.11,-,-,9.74%,-,17.05,18.75,27.07,-,-
Aries Agro,https://scanx.trade/company/aries-agro-ltd,318.95,-0.87%,330,"16,141",414.77,11.13,78.98,459.9,220.11,-7.67%,-14.65%,18.22%,80.76%,213.93%,1.3,0.37%,-,18.18%,-,321.56,348.86,50.74,50.00%,-
RBM Infracon,https://scanx.trade/company/rbm-infracon-ltd,410.3,7.97%,394.95,"21,000",414.53,13.03,8.7,524.8,249.85,-5.52%,-5.45%,-2.69%,345.98%,644.65%,2.73,-,-,29.17%,-,406.41,433.54,59.38,-,-
Namo eWaste Management,https://scanx.trade/company/namo-ewaste-management-ltd,181.15,-0.58%,185,"12,800",414.25,49.24,38.29,229.9,127,-1.58%,-1.01%,1.77%,6.84%,6.84%,4.69,-,-,14.72%,-,182.06,174.78,52.05,-,-
Proventus Agrocom,https://scanx.trade/company/proventus-agrocom-ltd,"1,200.00",-3.99%,"1,256.15","2,240",413.6,58.32,34.45,"1,584.00",815.1,-6.98%,4.49%,-20.53%,18.51%,18.51%,3.33,-,5.78%,8.27%,21.08,"1,260.09","1,161.85",43.36,-,-
Sunlite Recycling Industries,https://scanx.trade/company/sunlite-recycling-industries-ltd,379.95,4.17%,355.35,"16,800",413.39,27.8,-107.53,415.5,91,11.67%,68.60%,188.39%,81.40%,81.40%,6.61,-,-,34.08%,-,329.17,206.4,57.51,-,-
Plastiblends,https://scanx.trade/company/plastiblends-india-ltd,158.57,1.88%,154,"4,847",412.11,12.43,200.88,232,145.55,-4.49%,-10.46%,-30.37%,-1.08%,-32.72%,0.93,1.61%,-,10.13%,-,159.9,184.18,55.53,50.00%,-
MBL Infrastructures,https://scanx.trade/company/mbl-infrastructures-ltd,26.99,-1.32%,27.62,"16,830",411.68,-5.08,8.7,57,22.7,-16.31%,-34.20%,-48.54%,37.35%,38.41%,0.43,-,-,10.41%,-,30.81,39.57,46.82,50.00%,-
Birla Cable,https://scanx.trade/company/birla-cable-ltd,136.15,0.84%,135.02,"34,910",408.45,53.75,6.87,215.2,123,-0.29%,-13.32%,-26.61%,-3.03%,115.26%,1.51,1.29%,-,6.58%,-,135.3,158.19,55.86,-,-
Nahar Capital & Financial Services,https://scanx.trade/company/nahar-capital-financial-services-ltd,243.75,0.42%,235.7,"4,426",408.19,6.99,3.47,376.65,215,-5.92%,-15.17%,-12.87%,-15.20%,154.04%,0.25,0.60%,-,3.43%,-,249.77,282.22,52.97,-,-
Kothari Products,https://scanx.trade/company/kothari-products-ltd,68.32,1.33%,71,"10,582",407.79,8.78,34.45,109,60.11,-9.12%,-24.06%,-17.15%,21.18%,86.16%,0.36,-,-,-6.65%,-,72.05,80.24,48.11,-,-
Banswara Syntex,https://scanx.trade/company/banswara-syntex-ltd,118.79,-5.37%,128,"36,904",406.64,19.69,1.85,165.49,98,3.86%,3.10%,-10.93%,-10.62%,116.85%,0.76,0.80%,6.64%,8.90%,7.91,112.16,128.97,60.38,50.00%,-
Zodiac Energy,https://scanx.trade/company/zodiac-energy-ltd,268.75,-0.22%,274.65,"15,001",406.45,19.79,10.58,560,240,-11.86%,-29.16%,-34.83%,145.77%,1967.31%,4,0.28%,-,17.44%,-,291.24,388.36,48.2,-,-
Megatherm Induction,https://scanx.trade/company/megatherm-induction-ltd,215.65,-5.69%,228.65,"14,400",406.3,20.22,24.35,380,192.55,-6.03%,-14.32%,-28.12%,3.73%,3.73%,3.04,-,-,23.04%,-,217.41,281.58,52.65,-,-
SoftTech Engineers,https://scanx.trade/company/softtech-engineers-ltd,293.45,-2.57%,307.25,512,406.2,231.3,52.74,430.95,268.85,-6.08%,-17.15%,-29.96%,60.44%,214.19%,2.46,-,-,4.48%,-,313.47,353.53,46.66,-,-
Amanta Healthcare,https://scanx.trade/company/amanta-healthcare-ltd,104.42,-3.04%,108.97,"23,508",405.46,31.49,16.76,154.4,97.75,-4.85%,-14.77%,-26.34%,-26.34%,-26.34%,1.99,-,-,15.99%,-,106,-,48.13,-,-
Pakka,https://scanx.trade/company/yash-pakka-ltd,90.05,-3.16%,93.8,"1,05,581",404.76,62.52,220.88,267.4,85.17,-17.35%,-35.80%,-63.94%,-27.99%,-27.99%,0.92,-,22.41%,9.93%,9.54,101.65,151.42,41.12,50.00%,-
Manomay Tex,https://scanx.trade/company/manomay-tex-india-ltd,223.99,-1.95%,228.3,"11,350",404.27,22.98,23.66,259.88,146,8.88%,5.84%,15.46%,87.13%,77.00%,2.61,-,-,16.93%,-,218.65,188.98,54.3,-,-
Career Point Edutech,https://scanx.trade/company/career-point-edutech-ltd,221.91,-2.91%,227.59,"17,299",403.72,19.34,38.29,338.75,192,-12.44%,-29.75%,-5.75%,-5.75%,-5.75%,6.11,-,-,40.06%,-,249.62,-,44.32,-,-
Moneyboxx Finance,https://scanx.trade/company/moneyboxx-finance-ltd,61.67,3.46%,63.3,"38,061",403.38,-85.6,3.47,91.5,44.02,-0.23%,-24.53%,-22.25%,-22.25%,-22.25%,1.5,-,-,7.26%,-,61.49,-,59.23,-,-
Anjani Portland Cement,https://scanx.trade/company/anjani-portland-cement-ltd,137.26,-3.89%,144,"16,957",403.2,-10.07,943.7,170,96.2,10.02%,9.07%,-11.05%,-26.34%,-33.47%,2.06,-,-,-8.84%,-,128.18,134.5,51.71,-,-
HT Media,https://scanx.trade/company/ht-media-ltd,22.03,-0.27%,22.3,"1,61,823",402.39,43.16,17.94,28.64,15.1,-8.09%,-18.74%,-2.35%,13.26%,28.83%,0.31,-,-,3.72%,-,23.02,23.1,43,-,-
Medico Remedies,https://scanx.trade/company/medico-remedies-ltd,48.3,0.50%,48.49,"76,615",400.81,35.12,16.76,79.83,37.18,-4.11%,-2.31%,-35.50%,-22.26%,99.59%,5.97,-,-,23.33%,-,50.19,47.78,47.18,-,-
CL Educate,https://scanx.trade/company/cl-educate-buyback-ltd,73.85,1.55%,72.72,"15,573",400.44,-22.81,38.29,134.4,67.5,-14.30%,-16.98%,-41.69%,23.81%,338.80%,1.44,-,-,1.23%,-,80.88,90.07,41.71,-,-
Manaksia Steels,https://scanx.trade/company/manaksia-steels-ltd,60.95,-1.55%,61.72,"21,953",399.43,15.81,19.48,77.78,43.05,-11.46%,6.99%,10.20%,28.59%,182.83%,1.32,-,-,6.84%,-,63.2,61.87,46.92,-,-
Orient Bell,https://scanx.trade/company/orient-bell-ltd,271.75,0.18%,275,"12,935",399.4,44.67,-21.38,338.2,216,-10.42%,-8.13%,-0.88%,-47.48%,18.26%,1.25,0.18%,0.29%,2.26%,0.27,277.55,285.87,46.72,0.00%,-
Xtglobal Infotech,https://scanx.trade/company/xtglobal-infotech-ltd,29.76,-2.62%,31.2,"13,536",397.48,34.01,52.74,46.25,25.2,-16.59%,-24.96%,-25.99%,-40.79%,-40.79%,2.15,-,-,7.89%,-,32.97,35.28,48.28,50.00%,-
Albert David,https://scanx.trade/company/albert-david-ltd,695.2,1.12%,695.7,"1,898",396.76,-26.14,16.76,"1,218.85",663.35,-7.64%,-20.77%,-40.23%,26.37%,52.94%,1,0.72%,-,6.30%,-,735.47,808.79,43.12,50.00%,-
Vinyl Chemicals,https://scanx.trade/company/vinyl-chemicals-ltd,215.91,-1.72%,216.1,"12,284",395.92,21.14,34.45,356.8,206.68,-10.34%,-21.74%,-27.57%,-41.98%,78.00%,3.34,3.17%,-,23.89%,-,232.67,277.87,40.42,-,-
Sinclairs Hotels,https://scanx.trade/company/sinclairs-hotels-ltd,77.13,-1.20%,78.69,"28,533",395.37,29,225.72,114.75,72.86,-7.01%,-15.41%,-23.50%,-42.59%,-42.59%,3.53,1.03%,19.15%,13.74%,3.69,81.84,92.35,39.48,50.00%,-
Transworld Shipping Lines,https://scanx.trade/company/shreyas-shipping-logistics-ltd,179.73,0.76%,177.48,"11,921",394.64,-61.67,20.17,336.6,140,-9.75%,-26.86%,-44.97%,-34.57%,138.21%,0.51,0.84%,24.05%,6.30%,-,183.05,246.02,51.63,50.00%,-
Rubfila International,https://scanx.trade/company/rubfila-international-ltd,72.34,-2.20%,74.33,"8,795",392.57,12.9,38.29,92.2,61.8,-1.81%,-8.45%,-5.77%,-24.45%,-24.45%,1.34,2.72%,10.30%,12.35%,4.53,73.12,77.71,49.97,60.00%,-
Lords Chloro Alkali,https://scanx.trade/company/lordschlo.ltd,155.81,8.21%,145,"1,11,962",391.92,15.44,21.48,241.99,122.6,-4.48%,-30.28%,-14.32%,-10.66%,-10.66%,1.79,-,-,4.55%,-,163.57,174.74,53.01,-,-
Mangalam Global Enterprise,https://scanx.trade/company/mangalam-global-enterpris-ltd,11.8,-1.50%,12.1,"2,86,560",388.88,10.26,34.45,18.4,11.27,-16.55%,-18.17%,-18.68%,-24.79%,147.38%,1.72,0.08%,-,27.43%,-,13.72,14.73,35.15,50.00%,-
Remsons Industries,https://scanx.trade/company/remsons-industries-ltd,111.33,-1.63%,113.29,"59,628",388.31,17.73,173.23,157,101.37,-11.87%,-24.35%,-3.19%,135.32%,394.36%,2.94,0.26%,19.80%,15.47%,3.91,116.63,126.85,46.59,60.00%,-
Parsvnath Developers,https://scanx.trade/company/parsvnath-developers-ltd,8.9,-1.00%,9,"88,980",387.31,-1.18,8.7,27.39,8.2,-15.88%,-47.59%,-63.64%,17.11%,79.80%,-0.17,-,-,10.32%,-,10.58,15.98,40.49,-,-
Mold-Tek Technologies,https://scanx.trade/company/mold-tek-technologies-ltd,133.8,-1.08%,135.01,"17,928",385.41,134.65,10.58,221,109.95,-11.50%,-31.55%,-22.11%,-29.02%,184.38%,3.02,0.73%,28.20%,13.86%,9.36,148.61,159.44,42.2,50.00%,-
Exim Routes,https://scanx.trade/company/exim-routes-ltd,205.4,-1.98%,205.4,"1,600",385.17,52,38.29,281.9,104.5,28.09%,77.84%,77.84%,77.84%,77.84%,6.04,-,-,39.23%,-,-,-,57.3,-,-
Creative Graphics Solutions,https://scanx.trade/company/creative-graphics-solutions-ltd,157.4,-0.63%,158,"28,800",382.26,18.53,24.35,259,134.4,-20.10%,-23.91%,-19.88%,-10.70%,-10.70%,3.6,-,46.14%,26.37%,4.45,182.83,196.88,37.9,-,-
B&B Triplewall Containers,https://scanx.trade/company/bb-triplewall-cont-ltd,186.31,-0.34%,190.01,275,382.14,-146.05,11.76,229.35,120.6,-3.81%,-6.25%,-3.63%,-27.81%,226.86%,3.25,-,17.27%,3.96%,8.24,193.4,186.37,42.56,-,-
Haleos,https://scanx.trade/company/sms-lifesciences-ltd,"1,259.40",-2.21%,"1,255.00",297,380.75,19.82,16.76,"1,680.00",959.8,-6.99%,6.65%,2.20%,110.23%,120.50%,1.84,0.12%,-,14.08%,-,"1,292.91","1,237.53",51.48,-,-
United Drilling Tools,https://scanx.trade/company/united-drilling-tools-ltd,186.61,-0.27%,191.58,"1,713",378.88,25.04,24.35,275.95,181.12,-7.35%,-8.61%,-29.45%,-16.05%,-29.34%,1.41,0.96%,4.16%,8.35%,6.01,196.42,203.92,40.75,50.00%,-
DC Infotech & Communications,https://scanx.trade/company/dc-infotech-and-communication-ltd,236.42,-0.12%,248.9,"10,801",378.27,22.45,34.45,339,201.35,-3.79%,-6.26%,-19.31%,82.28%,974.64%,4.26,-,-,37.03%,-,239.93,258.45,53.13,-,-
Muthoot Capital Services,https://scanx.trade/company/muthoot-capital-services-ltd,229.98,-0.34%,231,"38,884",378.26,30.95,3.47,366.3,214.1,-17.51%,-16.87%,-23.01%,-10.44%,-42.66%,0.58,-,16.08%,10.54%,40.21,263.84,282.57,32.51,50.00%,-
Highway Infrastructure,https://scanx.trade/company/highway-infrastructure-ltd,52.73,-2.55%,55.8,"1,39,274",378.18,11.54,8.7,131.4,49.49,-11.96%,-31.72%,-56.33%,-56.33%,-56.33%,1.84,-,-,28.71%,-,57.94,-,42.73,-,-
Global Surfaces,https://scanx.trade/company/global-surfaces-ltd,89,-0.97%,93,"1,04,943",377.2,-20.22,38.29,144.4,79,-11.79%,-26.71%,-33.54%,-47.97%,-47.97%,1.33,-,-,-2.34%,-,102.21,111.71,43.77,-,-
Soma Textiles & Industries,https://scanx.trade/company/soma-textilesindustries-ltd,113.95,-2.00%,113.95,"5,586",376.41,130.63,34.45,161.25,34.53,-17.55%,-25.80%,185.09%,1152.20%,3353.03%,2.36,-,-,42.69%,-,118.78,86.02,43.16,-,-
Kriti Nutrients,https://scanx.trade/company/kriti-nutrients-ltd,74.3,-0.35%,75.49,"5,218",372.27,11.81,10.45,134.99,63.55,-3.76%,-16.23%,-39.71%,59.44%,36.33%,1.63,0.40%,-,23.05%,-,72.24,94.58,52.57,50.00%,-
TechD Cybersecurity,https://scanx.trade/company/techd-cybersecurity-ltd,497.55,-3.41%,512.5,"13,800",372.15,45.87,52.74,843.6,366.7,-18.30%,-40.99%,29.23%,29.23%,29.23%,6.3,-,-,52.82%,-,623.6,-,37.07,-,-
Delphi World Money,https://scanx.trade/company/delphifx-ltd,227.06,-1.17%,233.99,"1,36,118",371.27,191,3.47,264,101.57,-3.06%,11.09%,24.51%,-29.76%,-49.28%,1.16,-,-,-8.84%,-,238.76,195.67,46.32,-,-
Purple United Sales,https://scanx.trade/company/purple-united-sales-ltd,386,4.38%,375,"6,250",370.94,33.93,34.45,587.95,119.55,-2.64%,-30.25%,127.73%,84.73%,84.73%,5.87,-,-,22.73%,-,396.5,383.71,57.07,-,-
Axita Cotton,https://scanx.trade/company/axita-cotton-ltd,10.65,1.43%,10.76,"4,41,270",370.45,-262.75,23.66,13.42,7.99,-9.28%,26.63%,-3.62%,-68.73%,3.90%,5.83,-,-,3.21%,-,10.81,9.4,57.34,-,100.00%
KRM Ayurveda,https://scanx.trade/company/krm-ayurveda-ltd,173.9,1.84%,172,"72,000",369.73,-,-67.01,184,156.15,-3.76%,-3.76%,-3.76%,-3.76%,-3.76%,3.02,-,-,42.75%,-,-,-,-,-,-
Shankar Lal Rampal Dye-Chem,https://scanx.trade/company/shankar-lal-rampal-dye-chem-ltd,57.69,1.37%,57.98,"86,106",369.02,30.86,34.45,91,52,-14.27%,-14.29%,-13.30%,-47.74%,-47.74%,3.18,-,-,9.74%,-,63.15,69.43,43.97,-,-
ANB Metal Cast,https://scanx.trade/company/anb-metal-cast-ltd,311.75,3.55%,302.55,"4,000",368.95,34.76,87.15,385,161.7,-12.92%,7.31%,81.04%,81.04%,81.04%,4.25,-,-,39.70%,-,337.99,-,43.99,-,-
All E Technologies,https://scanx.trade/company/all-e-technologies-ltd,182.65,-4.32%,187.5,"68,400",368.85,12.44,52.74,475.5,188,-16.71%,-32.74%,-59.01%,83.57%,39.16%,2.48,0.79%,-,26.81%,-,212.22,294.3,35.67,-,-
SAL Steel,https://scanx.trade/company/sal-steel-ltd,43.33,4.99%,43.33,"26,698",368.16,-35.83,12.14,45.12,14.37,-1.52%,8.11%,113.45%,156.39%,919.53%,5.7,-,-,5.13%,-,39.82,27.6,60.99,-,-
Ruchira Papers,https://scanx.trade/company/ruchira-papers-ltd,123.29,1.55%,123.5,"26,502",367.96,5.34,220.88,173,106.7,0.47%,-6.89%,2.65%,2.27%,119.46%,0.72,4.14%,17.77%,17.63%,14.14,119.29,132.66,61.61,50.00%,-
HP Adhesives,https://scanx.trade/company/hp-adhesives-ltd,40.05,2.82%,38.95,"92,141",367.96,22.1,200.88,71,36.3,-6.18%,-20.79%,-40.37%,-40.42%,-39.46%,1.9,1.03%,7.32%,13.86%,2.22,41.31,47.44,52.05,50.00%,-
Trident Techlabs,https://scanx.trade/company/trident-techlabs-ltd,212.3,-4.99%,232.9,"12,750",366.88,33.55,52.74,"1,226.00",204.95,-34.14%,-52.00%,-81.64%,106.02%,106.02%,6.65,-,-,27.37%,-,300.43,454.22,29.02,-,-
Tracxn Technologies,https://scanx.trade/company/tracxn-technologies-ltd,34.4,-3.94%,35.1,"1,59,884",366.7,-36.09,52.74,73.89,31.95,-15.12%,-34.69%,-49.49%,-62.20%,-63.11%,7.02,-,55.44%,9.34%,0.68,39.18,50.39,40.52,50.00%,-
Atlantaa,https://scanx.trade/company/atlanta-ltd,44.98,-2.70%,46.8,"50,105",366.59,44.48,10.58,73.39,27.26,1.19%,-3.27%,11.78%,214.55%,455.31%,1.96,-,-,6.54%,-,43.78,40.52,51.18,-,-
Nupur Recyclers,https://scanx.trade/company/nupur-recyclers-ltd,52.9,-1.14%,54,"34,171",365.37,26.1,34.45,106.49,48.8,-6.87%,-23.58%,-43.66%,-29.25%,124.63%,2.89,-,-,17.68%,-,56.43,67.97,39.95,-,-
Cool Caps Industries,https://scanx.trade/company/cool-caps-industries-ltd,31.6,-4.96%,31.6,"2,11,250",365.3,31.97,24.12,931,33.25,-54.99%,-58.23%,-95.92%,-93.90%,-16.07%,7.01,-,-,19.76%,-,66.53,71.66,8.92,-,-
Twamev Construction & Infrastructure,https://scanx.trade/company/tclcons.ltd,23.47,4.87%,22.01,"1,53,350",363.79,5.95,8.7,59.23,19.35,-3.38%,-21.14%,-54.24%,-31.17%,-31.17%,1.14,-,-,17.58%,-,24.49,27.89,51.83,-,-
E to E Transportation Infrastructure,https://scanx.trade/company/e-to-e-transportation-infrastructure-ltd,210.4,-4.43%,212.5,"36,000",363.1,26.43,24.35,347.1,199,-35.81%,-35.81%,-35.81%,-35.81%,-35.81%,1.9,-,-,25.37%,-,-,-,29.04,-,-
TechEra Engineering,https://scanx.trade/company/techera-engineering-ltd,218.85,-2.43%,232.75,"29,600",361.56,110.49,24.35,325.7,115.6,4.34%,-21.76%,40.11%,58.82%,58.82%,7.44,-,-,10.78%,-,212.52,209.63,54.14,-,-
Mangalam Organics,https://scanx.trade/company/mangalam-organics-ltd,421.65,-8.31%,459.85,"29,109",361.12,16.29,200.88,637.85,340.1,-12.24%,-17.89%,4.89%,-1.06%,-53.53%,1.28,-,-,11.47%,-,474.26,512.68,40.6,-,-
E-Factor Experiences,https://scanx.trade/company/e-factor-experiences-ltd,275,3.03%,275,800,359.92,17.31,38.29,348,127.5,-19.05%,-15.37%,26.99%,127.74%,127.74%,4.93,0.45%,-,37.58%,-,315.58,251.56,40.54,-,-
Markolines Pavement Technologies,https://scanx.trade/company/markolines.ltd,163.14,5.67%,155.9,"8,13,056",359.58,12.95,8.7,188,131.65,3.43%,-1.28%,-11.29%,-11.29%,-11.29%,1.93,0.97%,-,18.57%,-,151.73,-,68.34,-,-
Giriraj Civil Developers,https://scanx.trade/company/giriraj-civil-developers-ltd,150.15,-8.11%,149,"16,500",359.17,21.84,8.7,409,96.8,-38.98%,-16.07%,-45.40%,-32.36%,251.23%,2.98,-,-,13.86%,-,166.97,251.67,32.58,-,-
Maxvolt Energy Industries,https://scanx.trade/company/maxvolt-energy-industries-ltd,329.3,-2.42%,337.4,"36,800",359.07,36.36,173.23,509,145.05,-31.96%,0.32%,82.03%,82.03%,82.03%,5.36,-,-,20.34%,-,428.51,297.77,35.3,-,-
Atmastco,https://scanx.trade/company/atmastco-ltd,144.45,-4.18%,150.75,"12,800",357.29,19.33,10.58,294,109,9.47%,-29.74%,-48.63%,51.18%,51.18%,2.93,-,-,18.06%,-,145.96,192.78,51.27,-,-
Aarti Surfactants,https://scanx.trade/company/aarti-surfactants-ltd,421.35,-1.84%,422.05,"6,177",356.4,20.17,200.88,653.1,358.3,8.72%,-8.88%,-26.78%,-20.56%,-56.79%,1.52,0.23%,-,11.09%,-,402.5,479.71,55.55,-,-
Spencer's Retail,https://scanx.trade/company/spencers-retail-ltd,39.51,-2.73%,40.9,"1,17,339",356.14,-1.51,34.45,87.7,30.01,-5.16%,-20.98%,-53.19%,-40.18%,-49.96%,-0.46,-,64.00%,-24.73%,-,39.69,53.78,55.27,50.00%,-
Ginni Filaments,https://scanx.trade/company/ginni-filaments-ltd,41.45,5.74%,40.54,"85,825",355.02,13.48,29.53,57.8,19.01,-0.14%,-6.77%,39.89%,36.35%,110.41%,1.53,-,-,5.98%,-,39.28,41.9,59.17,-,-
Brand Concepts,https://scanx.trade/company/brand-concepts-ltd,284,1.01%,281,"3,807",354.49,174.51,34.45,449,252.1,-15.90%,-23.78%,-33.26%,4.80%,1049.80%,4.61,-,-,14.59%,-,311.38,329.57,41.62,-,-
Coastal Corporation,https://scanx.trade/company/coastal-corporation-ltd,52.91,4.69%,53.06,"1,72,034",354.38,32.53,19.16,50.54,30.01,15.93%,33.11%,9.68%,20.09%,-5.80%,1.24,0.44%,-,7.81%,-,44.88,39.37,71.1,-,-
Dev Accelerator,https://scanx.trade/company/dev-accelerator-ltd,39.12,-1.24%,40,"83,942",352.81,119.24,38.29,64.05,34,-6.90%,-12.15%,-38.92%,-38.92%,-38.92%,1.98,-,-,12.10%,-,40.67,-,50.72,-,-
Varvee Global,https://scanx.trade/company/aarvee-denims-exports-ltd,136.73,0.37%,136.23,"4,840",352.28,-,29.53,196.95,114,-10.18%,0.07%,5.99%,469.71%,566.98%,1.39,-,-,-0.64%,-,141.55,151.21,52.33,-,-
Halder Venture,https://scanx.trade/company/halder-venture-ltd,282.1,2.60%,272.2,"2,033",350.88,69.24,34.45,294,261.5,3.57%,3.57%,3.57%,3.57%,3.57%,2.26,0.12%,-,33.31%,-,-,-,86.32,-,-
Sheetal Cool Products,https://scanx.trade/company/sheetal-cool-products-ltd,334.15,1.12%,332.95,"13,130",350.86,25.1,30.92,368.95,190.03,4.50%,41.78%,2.33%,-38.02%,-49.07%,2.51,-,-,19.79%,-,286.3,280.89,64.9,50.00%,-
Autoline Industries,https://scanx.trade/company/autoline-industries-ltd,77.32,-1.62%,80,"33,608",350.84,32.79,173.23,105.49,62.81,-2.56%,9.49%,-19.63%,9.29%,147.42%,2.07,-,7.57%,14.72%,5.1,74.76,75.99,56.38,50.00%,-
Inspirisys Solutions,https://scanx.trade/company/inspirisys-solutions-ltd,88.52,4.42%,84.81,"18,844",350.69,8.67,52.74,120.74,66.55,-2.03%,-2.19%,-9.28%,70.39%,152.55%,4.99,-,-,22.53%,-,87.24,95.66,56.62,-,-
Hi-Green Carbon,https://scanx.trade/company/hi-green-carbon-ltd,140.05,-4.04%,140.05,800,349.98,32.8,200.88,283,125,-15.43%,-25.47%,-49.82%,73.22%,73.22%,4.21,-,-,12.61%,-,145.21,194.27,45.9,-,-
Encompass Design,https://scanx.trade/company/encompass-design-india-ltd,246.75,16.31%,216,"1,59,600",349.98,-,23.66,265,167.35,-2.84%,27.75%,27.75%,27.75%,27.75%,4.13,-,-,40.49%,-,-,-,65.94,-,-
Pelatro,https://scanx.trade/company/pelatroltd,330,1.07%,-,-,349.71,22.06,52.74,461,280.05,-7.04%,-8.85%,-10.64%,14.29%,14.29%,3.55,-,-,13.75%,-,341.64,374.35,51.28,-,-
Zim Laboratories,https://scanx.trade/company/zim-laboratories-ltd,71.65,-0.80%,71.1,"16,454",349.19,58.78,16.76,127,65.52,1.73%,-1.66%,-28.24%,-13.20%,-36.10%,1.35,-,7.22%,9.62%,3.68,71.95,83.46,47.73,50.00%,-
Tiger Logistics,https://scanx.trade/company/tiger-logistics-ltd,32.94,-3.03%,35,"51,269",348.26,12.72,38.29,56.69,28.61,-9.83%,-22.04%,-35.88%,-35.88%,-35.88%,2.36,-,-,-14.21%,-,35.05,-,50.43,-,-
